stream,panel,condition,menu,method,step,failure,credits,task_cost_units,memory_before,memory_after,true_mode,predicted_failure_own_kernel,planning_seconds,probe_seconds,tool_seconds
92,2,data_shift,shared,decision_32,2,0,0,0,5,5,5,0.125502190848,8.00006091594696e-06,5.420297384262085e-07,1.5124911442399025e-05
92,2,data_shift,shared,decision_32,3,0,3,3,5,5,4,0.0,7.792143151164055e-06,1.4170072972774506e-06,1.1666910722851753e-05
92,2,data_shift,shared,decision_32,4,0,0,0,5,5,4,0.23413863434999999,7.5409188866615295e-06,5.830079317092896e-07,1.100008375942707e-05
92,2,data_shift,shared,decision_32,5,0,3,3,5,4,4,0.0924,7.500173524022102e-06,1.2079253792762756e-06,1.4249933883547783e-05
92,2,data_shift,shared,decision_32,6,0,0,0,4,4,4,0.3032674008,7.458031177520752e-06,5.830079317092896e-07,1.400010660290718e-05
92,2,data_shift,shared,decision_32,7,0,0,0,4,4,4,0.44181046550446074,7.4589625000953674e-06,5.420297384262085e-07,1.3208948075771332e-05
93,2,data_shift,shared,decision_32,0,0,0,0,1,1,1,0.17279999999999998,9.958865121006966e-06,8.33999365568161e-07,1.3832934200763702e-05
93,2,data_shift,shared,decision_32,1,0,2,2,1,1,5,0.10559999999999999,7.875030860304832e-06,1.2919772416353226e-06,1.1666910722851753e-05
93,2,data_shift,shared,decision_32,2,0,0,0,1,1,5,0.24342528,7.750000804662704e-06,6.658956408500671e-07,1.1415919288992882e-05
93,2,data_shift,shared,decision_32,3,0,3,3,1,1,5,0.0,7.583992555737495e-06,1.333886757493019e-06,1.0666903108358383e-05
93,2,data_shift,shared,decision_32,4,0,0,0,1,1,5,0.1728,7.2910916060209274e-06,5.420297384262085e-07,1.0750023648142815e-05
93,2,data_shift,shared,decision_32,5,0,0,0,1,1,4,0.29449728,7.334165275096893e-06,6.658956408500671e-07,8.500181138515472e-06
93,2,data_shift,shared,decision_32,6,0,3,3,1,0,4,0.0,7.417052984237671e-06,1.209089532494545e-06,1.0624993592500687e-05
93,2,data_shift,shared,decision_32,7,0,0,0,0,0,4,0.2908368304465733,7.2498805820941925e-06,5.00120222568512e-07,1.433282159268856e-05
94,2,data_shift,shared,decision_32,0,0,0,0,0,0,0,0.12,9.415904060006142e-06,8.749775588512421e-07,6.583984941244125e-06
94,2,data_shift,shared,decision_32,1,0,2,2,0,0,0,0.0,7.541151717305183e-06,1.2919772416353226e-06,5.00003807246685e-06
94,2,data_shift,shared,decision_32,2,0,0,0,0,0,0,0.12,7.3749106377363205e-06,5.420297384262085e-07,4.292000085115433e-06
94,2,data_shift,shared,decision_32,3,0,2,2,0,0,0,0.0,7.166992872953415e-06,9.16188582777977e-07,4.458008334040642e-06
94,2,data_shift,shared,decision_32,4,0,0,0,0,0,1,0.12,7.5409188866615295e-06,5.420297384262085e-07,4.249857738614082e-06
94,2,data_shift,shared,decision_32,5,0,3,3,0,1,1,0.0,7.1660615503787994e-06,1.2088567018508911e-06,7.916940376162529e-06
94,2,data_shift,shared,decision_32,6,0,0,0,1,1,1,0.17279999999999998,7.3749106377363205e-06,5.00120222568512e-07,6.624963134527206e-06
94,2,data_shift,shared,decision_32,7,0,0,0,1,1,1,0.29449728,7.58306123316288e-06,4.998873919248581e-07,6.708083674311638e-06
95,2,data_shift,shared,decision_32,0,1,0,20,1,1,3,0.228268828125,1.2541888281702995e-05,1.0828953236341476e-06,2.191588282585144e-05
95,2,data_shift,shared,decision_32,1,1,0,20,1,1,3,0.37723622111999994,8.00006091594696e-06,7.918570190668106e-07,1.737498678267002e-05
95,2,data_shift,shared,decision_32,2,0,3,3,1,3,3,0.15778799999999998,7.541850209236145e-06,1.5830155462026596e-06,1.491699367761612e-05
95,2,data_shift,shared,decision_32,3,0,2,2,3,3,3,0.17240625,7.417052984237671e-06,1.333886757493019e-06,1.570885069668293e-05
95,2,data_shift,shared,decision_32,4,0,0,0,3,3,2,0.34098136199999995,7.4158888310194016e-06,6.249174475669861e-07,1.3499986380338669e-05
95,2,data_shift,shared,decision_32,5,0,3,3,3,3,3,0.0,7.6249707490205765e-06,1.250067725777626e-06,1.3249926269054413e-05
95,2,data_shift,shared,decision_32,6,0,0,0,3,3,3,0.0745298808,7.542083039879799e-06,6.249174475669861e-07,1.4041084796190262e-05
95,2,data_shift,shared,decision_32,7,1,0,20,3,3,1,0.1274738124177408,7.416121661663055e-06,5.417969077825546e-07,1.5832949429750443e-05
64,2,matched,shared,any_exact,0,0,0,0,2,2,2,0.2256,1.0209158062934875e-05,1.1669471859931946e-06,2.3624859750270844e-05
64,2,matched,shared,any_exact,1,0,0,0,2,2,2,0.37779455999999995,8.37491825222969e-06,7.499475032091141e-07,1.454097218811512e-05
64,2,matched,shared,any_exact,2,0,3,3,2,2,2,0.0,7.665948942303658e-06,1.5830155462026596e-06,1.4625024050474167e-05
64,2,matched,shared,any_exact,3,0,0,0,2,2,2,0.2256,7.6249707490205765e-06,6.2515027821064e-07,1.333397813141346e-05
64,2,matched,shared,any_exact,4,0,0,0,2,2,2,0.37779455999999995,7.583992555737495e-06,5.00120222568512e-07,1.2333039194345474e-05
64,2,matched,shared,any_exact,5,0,3,3,2,2,2,0.0,7.3339324444532394e-06,1.166015863418579e-06,1.3333046808838844e-05
64,2,matched,shared,any_exact,6,0,0,0,2,2,2,0.2256,7.58306123316288e-06,5.00120222568512e-07,1.258309930562973e-05
64,2,matched,shared,any_exact,7,0,2,2,2,2,2,0.2112,7.666880264878273e-06,1.2498348951339722e-06,1.3167038559913635e-05
65,2,matched,shared,any_exact,0,1,0,20,2,2,6,0.12,1.0499963536858559e-05,8.749775588512421e-07,8.041970431804657e-06
65,2,matched,shared,any_exact,1,1,0,20,2,2,6,0.21119999999999997,7.95791856944561e-06,6.66128471493721e-07,4.916917532682419e-06
65,2,matched,shared,any_exact,2,0,2,2,2,6,6,0.0,7.500173524022102e-06,1.4170072972774506e-06,5.166046321392059e-06
65,2,matched,shared,any_exact,3,0,0,0,6,6,4,0.12,7.2910916060209274e-06,5.830079317092896e-07,4.291068762540817e-06
65,2,matched,shared,any_exact,4,0,2,2,6,6,4,0.0,7.291790097951889e-06,1.0409858077764511e-06,4.00003045797348e-06
65,2,matched,shared,any_exact,5,0,0,0,6,6,4,0.12,7.250113412737846e-06,4.998873919248581e-07,3.7080608308315277e-06
65,2,matched,shared,any_exact,6,0,2,2,6,6,4,0.0,7.166992872953415e-06,8.749775588512421e-07,4.041008651256561e-06
65,2,matched,shared,any_exact,7,1,2,22,6,7,5,0.511026469351981,7.2908587753772736e-06,1.0419171303510666e-06,1.6625039279460907e-05
66,2,matched,shared,any_exact,0,1,0,20,7,7,5,0.318528,1.0207993909716606e-05,8.749775588512421e-07,2.5541987270116806e-05
66,2,matched,shared,any_exact,1,1,0,20,7,7,5,0.5092043489279999,8.084112778306007e-06,6.670597940683365e-07,1.8124934285879135e-05
66,2,matched,shared,any_exact,2,0,3,3,7,5,1,0.280512,7.583992555737495e-06,1.4998950064182281e-06,1.4042016118764877e-05
66,2,matched,shared,any_exact,3,0,2,2,5,1,0,0.0,7.666181772947311e-06,1.125037670135498e-06,4.749977961182594e-06
66,2,matched,shared,any_exact,4,0,0,0,1,1,0,0.11999999999999997,7.5409188866615295e-06,6.670597940683365e-07,4.082918167114258e-06
66,2,matched,shared,any_exact,5,0,3,3,1,0,0,0.2112,7.417052984237671e-06,1.2919772416353226e-06,1.3916054740548134e-05
66,2,matched,shared,any_exact,6,0,0,0,0,0,0,0.280512,7.416121661663055e-06,6.249174475669861e-07,4.125060513615608e-06
66,2,matched,shared,any_exact,7,0,0,0,0,0,0,0.33318911999999995,7.292022928595543e-06,5.420297384262085e-07,4.00003045797348e-06
67,2,matched,shared,any_exact,0,0,0,0,0,0,0,0.318528,1.00000761449337e-05,9.168870747089386e-07,1.7416896298527718e-05
67,2,matched,shared,any_exact,1,0,0,0,0,0,0,0.21119999999999997,7.958849892020226e-06,6.249174475669861e-07,4.875008016824722e-06
67,2,matched,shared,any_exact,2,0,2,2,0,0,0,0.0,7.4999406933784485e-06,1.250067725777626e-06,4.832865670323372e-06
67,2,matched,shared,any_exact,3,0,0,0,0,0,2,0.12,7.4589625000953674e-06,5.420297384262085e-07,4.249857738614082e-06
67,2,matched,shared,any_exact,4,0,2,2,0,0,2,0.0,7.2089023888111115e-06,1.00000761449337e-06,4.041939973831177e-06
67,2,matched,shared,any_exact,5,1,0,20,0,0,6,0.12,7.333001121878624e-06,5.00120222568512e-07,3.915978595614433e-06
67,2,matched,shared,any_exact,6,1,3,23,0,2,6,0.2112,7.166992872953415e-06,1.084059476852417e-06,1.5249941498041153e-05
67,2,matched,shared,any_exact,7,1,0,20,2,2,7,0.4428284928,7.665948942303658e-06,7.080379873514175e-07,2.9159709811210632e-06
68,2,matched,shared,any_exact,0,0,0,0,1,1,1,0.318528,1.0209158062934875e-05,8.33999365568161e-07,1.7833197489380836e-05
68,2,matched,shared,any_exact,1,0,0,0,1,1,1,0.5092043489279999,7.874798029661179e-06,6.2515027821064e-07,1.429184339940548e-05
68,2,matched,shared,any_exact,2,0,3,3,1,1,1,0.280512,7.458031177520752e-06,1.4998950064182281e-06,1.395796425640583e-05
68,2,matched,shared,any_exact,3,0,2,2,1,1,1,0.2256,7.5409188866615295e-06,1.125037670135498e-06,1.7875107005238533e-05
68,2,matched,shared,any_exact,4,0,0,0,1,1,1,0.4524592127999999,7.333001121878624e-06,5.420297384262085e-07,1.395796425640583e-05
68,2,matched,shared,any_exact,5,0,3,3,1,0,0,0.2112,7.207971066236496e-06,1.2079253792762756e-06,1.4292076230049133e-05
68,2,matched,shared,any_exact,6,0,0,0,0,0,0,0.4428284928,7.292022928595543e-06,5.830079317092896e-07,1.2999866157770157e-05
68,2,matched,shared,any_exact,7,0,0,0,0,0,0,0.5851066430128127,7.333001121878624e-06,5.00120222568512e-07,1.3166805729269981e-05
69,2,matched,shared,any_exact,0,0,0,0,7,7,7,0.2256,1.0124873369932175e-05,8.33999365568161e-07,1.6541918739676476e-05
69,2,matched,shared,any_exact,1,0,0,0,7,7,7,0.37779455999999995,7.917173206806183e-06,6.668269634246826e-07,1.3625016435980797e-05
69,2,matched,shared,any_exact,2,0,3,3,7,7,7,0.0,7.458031177520752e-06,1.375097781419754e-06,1.3832934200763702e-05
69,2,matched,shared,any_exact,3,0,0,0,7,7,7,0.2256,7.3749106377363205e-06,5.420297384262085e-07,1.2042000889778137e-05
69,2,matched,shared,any_exact,4,0,0,0,7,7,7,0.37779455999999995,7.250113412737846e-06,5.00120222568512e-07,1.2041069567203522e-05
69,2,matched,shared,any_exact,5,0,3,3,7,6,6,0.0,7.3749106377363205e-06,1.084059476852417e-06,1.295795664191246e-05
69,2,matched,shared,any_exact,6,0,0,0,6,6,6,0.2256,7.375143468379974e-06,5.00120222568512e-07,1.2124888598918915e-05
69,2,matched,shared,any_exact,7,0,2,2,6,7,7,0.2112,7.333001121878624e-06,1.00000761449337e-06,1.2625008821487427e-05
70,2,matched,shared,any_exact,0,0,0,0,5,5,5,0.12,9.833136573433876e-06,8.33999365568161e-07,6.541842594742775e-06
70,2,matched,shared,any_exact,1,0,0,0,5,5,5,0.21119999999999997,7.750000804662704e-06,5.830079317092896e-07,4.834029823541641e-06
70,2,matched,shared,any_exact,2,0,2,2,5,5,5,0.0,7.417052984237671e-06,1.250067725777626e-06,4.375120624899864e-06
70,2,matched,shared,any_exact,3,0,0,0,5,5,5,0.12,7.4999406933784485e-06,6.2515027821064e-07,4.00003045797348e-06
70,2,matched,shared,any_exact,4,0,2,2,5,5,7,0.0,7.458031177520752e-06,1.1669471859931946e-06,3.750203177332878e-06
70,2,matched,shared,any_exact,5,0,0,0,5,5,7,0.12,7.6249707490205765e-06,4.998873919248581e-07,3.916909918189049e-06
70,2,matched,shared,any_exact,6,0,2,2,5,1,3,0.0,7.250113412737846e-06,1.00000761449337e-06,4.208879545331001e-06
70,2,matched,shared,any_exact,7,1,2,22,1,1,3,0.4443482606272512,7.458031177520752e-06,1.0421499609947205e-06,1.7750076949596405e-05
71,2,matched,shared,any_exact,0,0,0,0,6,6,6,0.318528,9.999843314290047e-06,7.920898497104645e-07,1.49579718708992e-05
71,2,matched,shared,any_exact,1,1,0,20,6,6,4,0.5092043489279999,7.917173206806183e-06,6.668269634246826e-07,1.8666032701730728e-05
71,2,matched,shared,any_exact,2,0,3,3,6,4,0,0.280512,7.667113095521927e-06,1.541106030344963e-06,1.2415926903486252e-05
71,2,matched,shared,any_exact,3,0,2,2,4,0,0,0.2256,7.292022928595543e-06,1.0421499609947205e-06,1.0750023648142815e-05
71,2,matched,shared,any_exact,4,0,0,0,0,0,0,0.4524592127999999,7.542083039879799e-06,5.420297384262085e-07,1.2499978765845299e-05
71,2,matched,shared,any_exact,5,0,3,3,0,1,1,0.2112,7.666880264878273e-06,1.334119588136673e-06,1.0541873052716255e-05
71,2,matched,shared,any_exact,6,0,0,0,1,1,1,0.4428284928,7.3339324444532394e-06,5.83939254283905e-07,1.216609962284565e-05
71,2,matched,shared,any_exact,7,0,0,0,1,1,1,0.5851066430128127,7.2498805820941925e-06,5.408655852079391e-07,1.0167015716433525e-05
72,2,no_drift,shared,any_exact,0,0,0,0,2,2,2,0.2256,1.0083196684718132e-05,7.920898497104645e-07,1.637497916817665e-05
72,2,no_drift,shared,any_exact,1,0,0,0,2,2,2,0.37779455999999995,7.874798029661179e-06,7.080379873514175e-07,1.3582874089479446e-05
72,2,no_drift,shared,any_exact,2,0,3,3,2,2,2,0.0,7.5409188866615295e-06,1.3748649507761002e-06,1.2707896530628204e-05
72,2,no_drift,shared,any_exact,3,0,0,0,2,2,2,0.2256,7.458031177520752e-06,5.00120222568512e-07,1.329183578491211e-05
72,2,no_drift,shared,any_exact,4,0,0,0,2,2,2,0.37779455999999995,7.375143468379974e-06,5.420297384262085e-07,1.3042008504271507e-05
72,2,no_drift,shared,any_exact,5,0,3,3,2,2,2,0.0,7.583992555737495e-06,1.250067725777626e-06,1.2416858226060867e-05
72,2,no_drift,shared,any_exact,6,0,0,0,2,2,2,0.2256,7.417052984237671e-06,4.998873919248581e-07,1.2124888598918915e-05
72,2,no_drift,shared,any_exact,7,0,2,2,2,2,2,0.2112,7.4999406933784485e-06,1.0828953236341476e-06,1.237494871020317e-05
73,2,no_drift,shared,any_exact,0,0,0,0,7,7,7,0.12,1.0249903425574303e-05,8.749775588512421e-07,6.292015314102173e-06
73,2,no_drift,shared,any_exact,1,0,0,0,7,7,7,0.21119999999999997,8.082948625087738e-06,6.670597940683365e-07,4.9578957259655e-06
73,2,no_drift,shared,any_exact,2,0,2,2,7,7,7,0.0,7.708091288805008e-06,1.3329554349184036e-06,4.624947905540466e-06
73,2,no_drift,shared,any_exact,3,0,0,0,7,7,7,0.12,7.667113095521927e-06,7.499475032091141e-07,4.124827682971954e-06
73,2,no_drift,shared,any_exact,4,0,2,2,7,7,7,0.0,7.6249707490205765e-06,1.209089532494545e-06,4.083150997757912e-06
73,2,no_drift,shared,any_exact,5,0,0,0,7,7,7,0.12,7.542083039879799e-06,5.830079317092896e-07,3.7921126931905746e-06
73,2,no_drift,shared,any_exact,6,0,3,3,7,7,7,0.2112,7.500173524022102e-06,1.4170072972774506e-06,1.9290950149297714e-05
73,2,no_drift,shared,any_exact,7,0,0,0,7,7,7,0.4428284928,7.416121661663055e-06,5.830079317092896e-07,1.6832957044243813e-05
74,2,no_drift,shared,any_exact,0,0,0,0,0,0,0,0.318528,1.0292045772075653e-05,8.33999365568161e-07,2.4999957531690598e-05
74,2,no_drift,shared,any_exact,1,0,0,0,0,0,0,0.5092043489279999,7.834052667021751e-06,6.670597940683365e-07,1.8666032701730728e-05
74,2,no_drift,shared,any_exact,2,0,3,3,0,0,0,0.280512,8.082948625087738e-06,1.4998950064182281e-06,1.77919864654541e-05
74,2,no_drift,shared,any_exact,3,0,2,2,0,0,0,0.2256,7.791910320520401e-06,1.209089532494545e-06,1.833285205066204e-05
74,2,no_drift,shared,any_exact,4,0,0,0,0,0,0,0.4524592127999999,7.834052667021751e-06,5.841720849275589e-07,1.5750061720609665e-05
74,2,no_drift,shared,any_exact,5,0,3,3,0,0,0,0.2112,7.834052667021751e-06,1.250067725777626e-06,1.750001683831215e-05
74,2,no_drift,shared,any_exact,6,0,0,0,0,0,0,0.4428284928,7.417052984237671e-06,5.83939254283905e-07,4.116701893508434e-05
74,2,no_drift,shared,any_exact,7,0,0,0,0,0,0,0.5851066430128127,8.541857823729515e-06,1.00000761449337e-06,1.991703175008297e-05
75,2,no_drift,shared,any_exact,0,0,0,0,1,1,1,0.318528,1.0666903108358383e-05,1.0421499609947205e-06,2.2207852452993393e-05
75,2,no_drift,shared,any_exact,1,0,0,0,1,1,1,0.5092043489279999,8.167000487446785e-06,8.749775588512421e-07,1.4750054106116295e-05
75,2,no_drift,shared,any_exact,2,0,3,3,1,1,1,0.0,8.207978680729866e-06,1.7080456018447876e-06,1.1458061635494232e-05
75,2,no_drift,shared,any_exact,3,0,0,0,1,1,1,0.2256,7.874798029661179e-06,5.830079317092896e-07,1.1583790183067322e-05
75,2,no_drift,shared,any_exact,4,0,0,0,1,1,1,0.37779455999999995,7.4999406933784485e-06,5.830079317092896e-07,1.1167023330926895e-05
75,2,no_drift,shared,any_exact,5,0,3,3,1,1,1,0.280512,7.750000804662704e-06,1.3329554349184036e-06,1.5875091776251793e-05
75,2,no_drift,shared,any_exact,6,0,2,2,1,1,1,0.2256,7.916940376162529e-06,1.209089532494545e-06,1.395796425640583e-05
75,2,no_drift,shared,any_exact,7,0,0,0,1,1,1,0.45245921279999995,7.834052667021751e-06,6.2515027821064e-07,3.454112447798252e-05
76,2,no_drift,shared,any_exact,0,0,0,0,5,5,5,0.318528,1.0417075827717781e-05,9.16188582777977e-07,1.7750076949596405e-05
76,2,no_drift,shared,any_exact,1,0,0,0,5,5,5,0.5092043489279999,8.082948625087738e-06,6.668269634246826e-07,1.5083001926541328e-05
76,2,no_drift,shared,any_exact,2,0,3,3,5,5,5,0.0,7.792143151164055e-06,1.4998950064182281e-06,1.1832918971776962e-05
76,2,no_drift,shared,any_exact,3,0,0,0,5,5,5,0.2256,8.084112778306007e-06,5.83939254283905e-07,1.1417083442211151e-05
76,2,no_drift,shared,any_exact,4,0,0,0,5,5,5,0.37779455999999995,7.542083039879799e-06,5.420297384262085e-07,1.0958872735500336e-05
76,2,no_drift,shared,any_exact,5,0,3,3,5,5,5,0.0,7.5409188866615295e-06,1.2079253792762756e-06,1.091696321964264e-05
76,2,no_drift,shared,any_exact,6,0,0,0,5,5,5,0.2256,7.4999406933784485e-06,4.998873919248581e-07,1.0582851245999336e-05
76,2,no_drift,shared,any_exact,7,0,2,2,5,5,5,0.2112,7.542083039879799e-06,1.0419171303510666e-06,1.0750023648142815e-05
77,2,no_drift,shared,any_exact,0,0,0,0,6,6,6,0.2256,1.0125106200575829e-05,9.59029421210289e-07,1.6333069652318954e-05
77,2,no_drift,shared,any_exact,1,0,0,0,6,6,6,0.37779455999999995,7.875030860304832e-06,7.080379873514175e-07,1.4041084796190262e-05
77,2,no_drift,shared,any_exact,2,0,3,3,6,6,6,0.0,7.916009053587914e-06,1.6249250620603561e-06,1.3042008504271507e-05
77,2,no_drift,shared,any_exact,3,0,0,0,6,6,6,0.2256,7.709022611379623e-06,6.2515027821064e-07,1.3082986697554588e-05
77,2,no_drift,shared,any_exact,4,0,0,0,6,6,6,0.37779455999999995,7.584225386381149e-06,5.83939254283905e-07,1.3042008504271507e-05
77,2,no_drift,shared,any_exact,5,0,2,2,6,6,6,0.0,7.665948942303658e-06,1.3329554349184036e-06,5.417037755250931e-06
77,2,no_drift,shared,any_exact,6,0,3,3,6,6,6,0.12,7.917173206806183e-06,1.166015863418579e-06,1.7249956727027893e-05
77,2,no_drift,shared,any_exact,7,0,0,0,6,6,6,0.38915328,7.791910320520401e-06,5.830079317092896e-07,1.6417121514678e-05
78,2,no_drift,shared,any_exact,0,0,0,0,3,3,3,0.12,1.0874820873141289e-05,8.330680429935455e-07,7.082941010594368e-06
78,2,no_drift,shared,any_exact,1,0,0,0,3,3,3,0.21119999999999997,7.916940376162529e-06,7.080379873514175e-07,5.125068128108978e-06
78,2,no_drift,shared,any_exact,2,0,2,2,3,3,3,0.0,7.6249707490205765e-06,1.3329554349184036e-06,4.58303838968277e-06
78,2,no_drift,shared,any_exact,3,0,0,0,3,3,3,0.12,7.4999406933784485e-06,6.658956408500671e-07,4.958128556609154e-06
78,2,no_drift,shared,any_exact,4,0,2,2,3,3,3,0.0,7.458031177520752e-06,1.125037670135498e-06,4.417030140757561e-06
78,2,no_drift,shared,any_exact,5,0,3,3,3,3,3,0.12,7.667113095521927e-06,1.209089532494545e-06,1.6290927305817604e-05
78,2,no_drift,shared,any_exact,6,0,0,0,3,3,3,0.38915328,7.582828402519226e-06,6.2515027821064e-07,1.491699367761612e-05
78,2,no_drift,shared,any_exact,7,0,0,0,3,3,3,0.5523306523852799,7.667113095521927e-06,6.249174475669861e-07,1.3833865523338318e-05
79,2,no_drift,shared,any_exact,0,0,0,0,6,6,6,0.318528,1.033395528793335e-05,1.00000761449337e-06,1.716683618724346e-05
79,2,no_drift,shared,any_exact,1,0,0,0,6,6,6,0.5092043489279999,7.95908272266388e-06,7.08969309926033e-07,1.3709068298339844e-05
79,2,no_drift,shared,any_exact,2,0,3,3,6,6,6,0.280512,7.542083039879799e-06,1.5830155462026596e-06,1.300009898841381e-05
79,2,no_drift,shared,any_exact,3,0,2,2,6,6,6,0.2256,7.790978997945786e-06,1.2919772416353226e-06,1.1499971151351929e-05
79,2,no_drift,shared,any_exact,4,0,0,0,6,6,6,0.4524592127999999,7.750000804662704e-06,6.249174475669861e-07,1.2625008821487427e-05
79,2,no_drift,shared,any_exact,5,0,3,3,6,6,6,0.2112,7.791910320520401e-06,1.3329554349184036e-06,1.091696321964264e-05
79,2,no_drift,shared,any_exact,6,0,0,0,6,6,6,0.4428284928,7.458031177520752e-06,5.830079317092896e-07,1.2167030945420265e-05
79,2,no_drift,shared,any_exact,7,0,0,0,6,6,6,0.5851066430128127,7.458031177520752e-06,5.830079317092896e-07,1.1124880984425545e-05
80,2,fast_drift,shared,any_exact,0,1,0,20,0,0,1,0.2256,1.0499963536858559e-05,8.749775588512421e-07,4.666158929467201e-06
80,2,fast_drift,shared,any_exact,1,1,0,20,0,0,1,0.5092043489279999,8.082948625087738e-06,6.658956408500671e-07,3.4999102354049683e-06
80,2,fast_drift,shared,any_exact,2,1,3,23,0,1,5,0.280512,7.791910320520401e-06,1.4579854905605316e-06,1.6625039279460907e-05
80,2,fast_drift,shared,any_exact,3,0,2,2,1,5,5,0.2256,7.791910320520401e-06,1.2498348951339722e-06,1.4416873455047607e-05
80,2,fast_drift,shared,any_exact,4,0,0,0,5,5,5,0.4524592127999999,7.707858458161354e-06,5.827751010656357e-07,1.4499993994832039e-05
